# Photon Map Export
VERSION 1
GLOBAL_COUNT 37267
CAUSTIC_COUNT 9342

GLOBAL_PHOTONS
# pos_x,pos_y,pos_z,power_r,power_g,power_b,dir_x,dir_y,dir_z
-0.000000,286.385132,338.686249,0.000800,0.000800,0.000800,-0.305088,0.844356,-0.440436
508.979156,196.287766,559.200012,0.000000,0.000000,0.000900,-0.295225,-0.102977,0.949862
89.833199,66.408089,559.200012,0.000900,0.000000,0.000000,0.185359,-0.405070,0.895299
144.883255,548.799988,125.926880,0.000800,0.000800,0.000800,-0.253882,0.499869,-0.828055
219.953064,88.875641,559.200012,0.000800,0.000800,0.000800,0.642610,0.707758,0.293481
454.271545,156.440704,559.200012,0.000000,0.000000,0.000900,-0.658972,0.232647,0.715284
0.000002,43.069351,188.781265,0.000800,0.000800,0.000800,-0.399809,0.916525,0.011604
189.611954,548.799988,157.415405,0.000000,0.000000,0.000900,-0.947871,0.304505,0.093905
167.314941,36.301968,559.200012,0.000800,0.000800,0.000800,-0.680624,0.485931,0.548290
5.923299,548.799988,212.702316,0.000900,0.000000,0.000000,0.326350,0.612017,0.720368
145.615723,548.799988,171.740646,0.000900,0.000000,0.000000,0.456990,0.889391,0.011962
263.186096,548.799988,171.324539,0.000800,0.000800,0.000800,-0.063846,0.996717,0.049792
556.000000,47.507904,225.306320,0.000800,0.000800,0.000800,0.165431,0.433297,-0.885938
556.000000,544.154480,310.155548,0.000800,0.000800,0.000800,0.678493,0.547642,-0.489628
367.572235,548.799988,98.493141,0.000000,0.000000,0.000900,-0.586142,0.713679,-0.383537
432.412140,234.987473,559.200012,0.000000,0.000000,0.000900,-0.537057,0.065709,0.840983
556.000000,239.437347,539.684875,0.000900,0.000000,0.000000,0.858548,-0.170599,0.483519
146.227417,548.799988,164.884247,0.000800,0.000800,0.000800,-0.121972,0.961640,-0.245704
556.000000,68.008385,144.248428,0.000800,0.000800,0.000800,0.951982,0.237120,0.193660
556.000000,142.102676,165.412247,0.000800,0.000800,0.000800,0.678671,0.733930,0.027453
556.000000,304.264496,309.268036,0.000800,0.000800,0.000800,0.417368,0.759670,0.498704
472.680786,394.473083,559.200012,0.000000,0.000000,0.000900,-0.355225,-0.577693,0.734906
216.675476,276.840454,559.200012,0.000900,0.000000,0.000000,0.631291,0.318810,0.706988
364.674042,548.799988,555.199524,0.000800,0.000800,0.000800,-0.182868,0.784028,0.593177
417.248383,0.000007,1.319884,0.000000,0.000000,0.000900,-0.680379,-0.630212,-0.374055
556.000000,160.868515,125.279602,0.000800,0.000800,0.000800,0.556930,0.735260,0.386291
0.000011,385.094849,455.781647,0.000000,0.000000,0.000900,-0.961803,0.235620,0.139350
33.918831,548.799988,451.422821,0.000900,0.000000,0.000000,0.275862,0.960560,0.034985
38.639610,176.548096,559.200012,0.000900,0.000000,0.000000,0.444029,-0.313275,0.839463
129.674759,510.868408,559.200012,0.000900,0.000000,0.000000,0.236775,0.601704,0.762817
285.621429,380.127625,559.200012,0.000900,0.000000,0.000000,0.711622,0.477374,0.515470
556.000000,533.380859,508.155060,0.000800,0.000800,0.000800,0.630745,0.348002,-0.693581
0.000005,335.139496,225.143723,0.000800,0.000800,0.000800,-0.336034,0.824026,0.456138
526.608093,-0.000000,557.278687,0.000800,0.000800,0.000800,0.291855,-0.886773,-0.358404
34.377666,548.800049,208.348373,0.000300,0.000900,0.000900,-0.212090,0.946544,-0.243050
173.462158,548.799988,77.842133,0.000900,0.000000,0.000000,0.597000,0.802237,0.002799
555.999939,475.949768,147.203186,0.000900,0.000000,0.000000,0.963207,0.261621,-0.061533
176.510590,67.110741,346.987518,0.000800,0.000800,0.000800,-0.407441,-0.552467,-0.727167
556.000000,85.451088,399.086853,0.000800,0.000800,0.000800,0.366609,0.901465,-0.230127
-0.000037,437.499542,445.734009,0.000000,0.000000,0.000900,-0.994860,-0.077092,0.065657
35.401478,548.799988,41.231548,0.000900,0.000000,0.000000,0.268681,0.898033,-0.348350
556.000000,289.961884,208.057114,0.000800,0.000800,0.000800,0.779577,0.516085,0.354846
556.000000,167.812820,360.713470,0.000800,0.000800,0.000800,0.760145,0.332821,-0.558042
145.929321,548.799988,250.970322,0.000900,0.000000,0.000000,0.462049,0.724244,0.511842
468.467133,373.178619,559.200012,0.000000,0.000000,0.000900,-0.691412,-0.299273,0.657560
280.503601,125.119392,559.200012,0.000800,0.000800,0.000800,0.015662,0.564994,0.824947
-0.000007,104.872467,525.561951,0.000800,0.000800,0.000800,-0.914715,0.347950,-0.205493
0.000005,243.012299,259.761749,0.000800,0.000800,0.000800,-0.482416,-0.408654,-0.774775
110.881081,-0.000008,404.281525,0.000800,0.000800,0.000800,-0.450680,-0.761586,-0.465698
0.000017,390.866180,281.295837,0.000800,0.000800,0.000800,-0.460321,-0.270015,-0.845693
0.000000,4.499745,404.468811,0.000800,0.000800,0.000800,-0.849607,0.388564,-0.356633
524.352051,548.799988,403.889801,0.000800,0.000800,0.000800,-0.048051,0.998310,-0.032683
333.880829,439.385132,559.200012,0.000000,0.000000,0.000900,-0.735358,0.418406,0.533090
196.717621,534.885864,559.200012,0.000900,0.000000,0.000000,0.395273,0.299297,0.868436
138.135971,93.734329,559.200012,0.000800,0.000800,0.000800,-0.236671,0.934497,0.265901
85.984756,548.799988,327.828949,0.000900,0.000000,0.000000,0.473323,0.558336,-0.681341
404.220764,548.799988,462.651947,0.000800,0.000800,0.000800,0.430690,0.741196,-0.514913
62.298363,548.799988,156.348969,0.000800,0.000800,0.000800,-0.513525,0.856618,-0.049976
556.000000,319.350159,529.757202,0.000800,0.000800,0.000800,0.981281,-0.175197,-0.079957
163.875107,548.799988,510.395782,0.000900,0.000000,0.000000,0.392111,0.535711,0.747839
556.000061,285.316986,344.014282,0.000800,0.000800,0.000800,0.927721,0.006826,-0.373212
216.245041,214.037003,559.200012,0.000900,0.000000,0.000000,0.715306,-0.693375,0.086994
0.000000,119.859337,419.221436,0.000800,0.000800,0.000800,-0.637391,0.399277,-0.659023
-0.000005,543.764771,284.480530,0.000800,0.000800,0.000800,-0.631473,0.295072,-0.717060
0.000005,360.936584,196.353226,0.000800,0.000800,0.000800,-0.275636,0.927816,-0.251362
186.493759,548.799988,115.100586,0.000300,0.000900,0.000900,0.007862,0.910803,-0.412767
556.000000,65.940369,540.737976,0.000800,0.000800,0.000800,0.990298,-0.106675,-0.089054
556.000000,128.863708,489.677979,0.000800,0.000800,0.000800,0.703425,-0.099112,-0.703826
556.000000,259.599152,408.549805,0.000900,0.000000,0.000000,0.969867,0.200127,0.138950
-0.000004,356.346710,476.192169,0.000800,0.000800,0.000800,-0.809982,0.260105,-0.525619
-0.000032,448.416992,500.744263,0.000000,0.000000,0.000900,-0.905854,-0.024791,0.422864
99.483612,122.434586,341.793762,0.000300,0.000900,0.000900,-0.156533,0.986775,-0.042099
556.000000,160.637848,201.053574,0.000800,0.000800,0.000800,0.719469,-0.389820,-0.574808
373.027039,0.000015,503.583466,0.000800,0.000800,0.000800,-0.027827,-0.450375,-0.892406
473.387817,548.799988,410.218048,0.000800,0.000800,0.000800,0.091065,0.830754,-0.549140
0.000009,465.242035,129.644669,0.000800,0.000800,0.000800,-0.439872,0.200722,-0.875342
160.099548,94.544258,559.200012,0.000800,0.000800,0.000800,0.040172,0.666377,0.744532
133.698334,15.243440,401.625458,0.000800,0.000800,0.000800,0.702769,0.318007,-0.636387
0.000000,516.767883,342.388245,0.000800,0.000800,0.000800,-0.828762,0.053153,-0.557072
-0.000008,235.002151,481.141998,0.000800,0.000800,0.000800,-0.490399,-0.221891,-0.842777
74.471138,348.902283,559.200012,0.000800,0.000800,0.000800,0.151979,0.781335,0.605324
366.867676,0.000006,124.675766,0.000000,0.000000,0.000900,-0.753374,-0.466672,-0.463298
533.142090,-0.000001,430.474945,0.000000,0.000000,0.000900,-0.678557,-0.728204,0.096332
423.217468,298.466400,559.200012,0.000000,0.000000,0.000900,-0.868635,0.434960,0.237242
556.000000,352.169769,137.981079,0.000900,0.000000,0.000000,0.954153,0.271742,0.125490
152.253708,92.060188,379.967651,0.000800,0.000800,0.000800,0.305749,-0.571455,-0.761549
424.978882,-0.000015,13.523067,0.000900,0.000000,0.000000,0.612866,-0.691939,-0.381597
0.000000,57.286396,94.111168,0.000800,0.000800,0.000800,-0.298986,0.813875,-0.498212
-0.000019,22.263798,413.273224,0.000800,0.000800,0.000800,-0.411923,-0.576714,-0.705493
87.704140,548.799988,260.504181,0.000900,0.000000,0.000000,0.772775,0.591793,-0.229346
413.357117,548.799988,419.078033,0.000900,0.000000,0.000000,0.703108,0.321596,0.634204
121.821274,51.897202,408.438812,0.000800,0.000800,0.000800,-0.001124,-0.406031,-0.913859
556.000000,119.916344,490.244904,0.000900,0.000000,0.000000,0.774790,-0.435017,0.458760
151.932404,-0.000018,25.361101,0.000000,0.000000,0.000900,-0.765872,-0.611133,-0.199891
431.058014,548.799988,322.598694,0.000000,0.000000,0.000900,-0.375084,0.925516,0.052279
-0.000020,457.098480,432.920593,0.000800,0.000800,0.000800,-0.856049,0.191496,-0.480115
456.493408,0.000001,520.337769,0.000800,0.000800,0.000800,0.592474,-0.684684,-0.424478
63.154560,68.485130,339.330383,0.000900,0.000000,0.000000,0.886275,-0.446866,0.121769
276.450287,548.799988,454.870636,0.000000,0.000000,0.000900,-0.758381,0.650746,0.037251
0.000003,59.623737,444.548157,0.000800,0.000800,0.000800,-0.690672,0.689280,0.218782
467.090393,0.000026,69.356010,0.000900,0.000000,0.000000,0.651463,-0.548008,-0.524674
67.521339,-0.000006,239.529694,0.000900,0.000000,0.000000,0.255816,-0.905552,0.338429
396.606323,548.799927,220.422394,0.000800,0.000800,0.000800,-0.030146,0.999502,0.009332
0.000004,369.530212,244.434311,0.000000,0.000000,0.000900,-0.995266,-0.097075,0.004651
37.897606,0.000010,528.142822,0.000800,0.000800,0.000800,-0.148003,-0.959278,-0.240583
556.000000,98.921700,96.295975,0.000900,0.000000,0.000000,0.985253,-0.160970,0.058012
314.920685,548.799988,498.832794,0.000800,0.000800,0.000800,-0.340206,0.917970,0.203938
50.135765,0.000005,251.280350,0.000000,0.000000,0.000900,-0.979113,-0.195371,-0.056285
522.372498,155.934967,559.200012,0.000000,0.000000,0.000900,-0.349779,-0.267099,0.897949
188.788727,548.799988,155.866135,0.000900,0.000000,0.000000,0.379504,0.887676,-0.260785
500.941467,213.267853,559.200012,0.000000,0.000000,0.000900,-0.383324,-0.790465,0.477732
340.137329,0.000008,443.585327,0.000800,0.000800,0.000800,0.656099,-0.709886,-0.256117
212.682892,85.848183,559.200012,0.000800,0.000800,0.000800,0.360953,0.774792,0.519047
232.432770,548.799988,141.910309,0.000800,0.000800,0.000800,-0.009098,0.910365,-0.413706
519.943237,0.000007,373.054474,0.000000,0.000000,0.000900,-0.909673,-0.328303,0.254387
498.944702,548.799988,556.300354,0.000800,0.000800,0.000800,0.069510,0.995822,0.059224
556.000000,231.948654,302.417572,0.000800,0.000800,0.000800,0.826661,0.082605,-0.556604
473.318176,548.799988,297.858704,0.000800,0.000800,0.000800,0.539504,0.573877,-0.616118
-0.000031,149.778244,337.713867,0.000800,0.000800,0.000800,-0.892289,-0.141625,-0.428675
524.732178,548.799988,323.347198,0.000000,0.000000,0.000900,-0.192519,0.980344,0.043146
462.354919,220.705078,559.200012,0.000000,0.000000,0.000900,-0.467896,0.017241,0.883615
396.720184,35.876133,559.200012,0.000800,0.000800,0.000800,-0.159759,0.661526,0.732708
556.000000,270.063110,212.933609,0.000800,0.000800,0.000800,0.589501,0.168383,-0.790023
556.000000,273.730621,239.362915,0.000900,0.000000,0.000000,0.903393,-0.203451,0.377477
104.940758,548.799988,249.689056,0.000900,0.000000,0.000000,0.949735,0.285519,0.128385
167.133575,548.799988,322.317963,0.000900,0.000000,0.000000,0.665870,0.559348,0.493707
401.062134,548.799988,402.970978,0.000900,0.000000,0.000000,0.858485,0.283609,0.427281
144.941864,-0.000017,511.975708,0.000900,0.000000,0.000000,0.356285,-0.782141,0.511191
0.000006,129.068924,326.942963,0.000800,0.000800,0.000800,-0.486463,-0.671353,-0.559141
13.915294,325.322388,559.200012,0.000000,0.000000,0.000900,-0.784952,0.164161,0.597413
267.982330,419.249573,559.200012,0.000000,0.000000,0.000900,-0.817823,0.150527,0.555434
233.149734,548.799988,445.042755,0.000900,0.000000,0.000000,0.733109,0.653950,0.186817
-0.000040,460.877045,222.058304,0.000000,0.000000,0.000900,-0.986520,0.009450,0.163371
368.637390,195.107895,559.200012,0.000800,0.000800,0.000800,0.200152,0.908994,0.365608
136.124100,548.799988,451.754303,0.000800,0.000800,0.000800,0.052413,0.817682,-0.573280
270.586487,134.254623,559.200012,0.000000,0.000000,0.000900,-0.623929,-0.365373,0.690807
316.057617,292.550873,559.200012,0.000000,0.000000,0.000900,-0.670124,0.446393,0.593015
556.000000,142.842773,32.268925,0.000900,0.000000,0.000000,0.875160,-0.144004,-0.461907
556.000000,326.179230,330.294983,0.000800,0.000800,0.000800,0.228503,0.874613,-0.427596
112.449272,-0.000002,532.169983,0.000800,0.000800,0.000800,-0.282064,-0.629724,-0.723801
62.394623,81.528572,559.200012,0.000900,0.000000,0.000000,0.845261,-0.208031,0.492196
103.198555,162.420578,559.200012,0.000800,0.000800,0.000800,-0.447909,0.834008,0.322194
151.046875,548.799988,274.872559,0.000900,0.000000,0.000000,0.400575,0.659378,-0.636207
115.539124,-0.000000,68.043457,0.000900,0.000000,0.000000,0.655393,-0.752556,0.064190
556.000000,251.796448,181.034882,0.000800,0.000800,0.000800,0.372706,-0.400901,-0.836881
526.093384,289.265594,559.200012,0.000000,0.000000,0.000900,-0.410843,-0.440921,0.797995
447.383728,548.799988,479.584290,0.000800,0.000800,0.000800,0.758567,0.626247,-0.179973
0.000018,84.900146,487.002472,0.000000,0.000000,0.000900,-0.937231,-0.341987,-0.068139
12.040291,-0.000000,372.815125,0.000900,0.000000,0.000000,0.849576,-0.455373,0.266189
0.000014,515.413330,372.286621,0.000800,0.000800,0.000800,-0.622854,0.734777,0.268617
61.223495,289.432281,559.200012,0.000900,0.000000,0.000000,0.240123,-0.373629,0.895959
556.000061,317.021301,235.472473,0.000900,0.000000,0.000000,0.877931,0.283463,-0.385858
515.437134,348.106445,559.200012,0.000000,0.000000,0.000900,-0.503695,-0.251726,0.826393
0.000023,247.409119,42.182129,0.000000,0.000000,0.000900,-0.958767,-0.277968,-0.059161
286.920959,271.276093,559.200012,0.000900,0.000000,0.000000,0.797862,0.316800,0.512888
464.514679,548.799988,261.445312,0.000000,0.000000,0.000900,-0.705915,0.553975,0.441356
89.684952,-0.000007,425.764465,0.000800,0.000800,0.000800,0.314342,-0.744167,-0.589410
556.000000,132.890793,410.317169,0.000800,0.000800,0.000800,0.793927,-0.371711,-0.481157
130.182800,548.799988,248.459244,0.000000,0.000000,0.000900,-0.693272,0.720576,-0.012024
7.723311,343.891357,559.200012,0.000900,0.000000,0.000000,0.586755,0.781896,0.210612
417.809357,26.471369,559.200012,0.000800,0.000800,0.000800,0.749650,0.201383,0.630452
-0.000000,4.970358,96.872536,0.000800,0.000800,0.000800,-0.865015,0.351909,0.357643
556.000000,184.678909,474.480896,0.000800,0.000800,0.000800,0.633877,0.772567,0.036615
14.218818,-0.000004,469.664978,0.000800,0.000800,0.000800,-0.638969,-0.606074,-0.473701
27.574808,129.585632,559.200012,0.000900,0.000000,0.000000,0.696598,-0.262241,0.667818
231.228500,5.810154,559.200012,0.000800,0.000800,0.000800,-0.063747,0.610641,0.789337
131.009827,548.799988,532.924500,0.000800,0.000800,0.000800,-0.302303,0.920919,-0.246011
556.000000,0.595878,541.669983,0.000800,0.000800,0.000800,0.969522,-0.239802,-0.050219
530.960205,366.884613,559.199951,0.000900,0.000000,0.000000,0.748409,0.253148,0.613025
-0.000004,156.149139,207.391083,0.000800,0.000800,0.000800,-0.367196,0.710624,0.600151
463.578857,331.222992,559.200012,0.000000,0.000000,0.000900,-0.482131,-0.224183,0.846931
0.000008,290.581299,80.109894,0.000000,0.000000,0.000900,-0.948041,0.129862,-0.290437
317.192078,0.000001,422.406067,0.000800,0.000800,0.000800,-0.251120,-0.094543,-0.963328
79.083611,-0.000007,486.722198,0.000800,0.000800,0.000800,-0.735522,-0.656860,-0.165960
556.000000,450.478851,42.345051,0.000900,0.000000,0.000000,0.870406,0.369548,-0.325312
-0.000009,453.328247,260.452820,0.000000,0.000000,0.000900,-0.773345,0.531238,0.346011
452.042694,383.982483,559.200012,0.000000,0.000000,0.000900,-0.762067,0.419039,0.493619
488.688599,548.799988,104.397720,0.000900,0.000000,0.000000,0.752423,0.603372,-0.264199
49.081009,36.029408,559.200012,0.000900,0.000000,0.000000,0.282749,-0.894074,0.347397
497.982635,348.631561,559.200012,0.000000,0.000000,0.000900,-0.707457,-0.065458,0.703719
426.070038,548.800049,107.962326,0.000800,0.000800,0.000800,0.061175,0.992243,0.108223
509.994629,-0.000018,225.295898,0.000000,0.000000,0.000900,-0.666837,-0.659092,-0.347744
556.000000,292.323730,148.657410,0.000900,0.000000,0.000000,0.964837,0.260636,-0.034032
-0.000011,317.141937,434.812683,0.000800,0.000800,0.000800,-0.740847,0.460268,0.489183
556.000000,33.311478,59.705711,0.000900,0.000000,0.000000,0.978042,-0.201919,-0.051599
464.596161,183.832901,559.200012,0.000800,0.000800,0.000800,-0.209171,0.866750,0.452759
91.258766,548.799988,511.645660,0.000300,0.000900,0.000900,-0.064976,0.972707,0.222754
554.262512,121.123520,559.200012,0.000000,0.000000,0.000900,-0.285489,0.119788,0.950867
435.952240,548.799988,152.917465,0.000800,0.000800,0.000800,0.166325,0.518817,-0.838549
19.708761,548.799988,333.319336,0.000900,0.000000,0.000000,0.762630,0.635892,-0.118479
-0.000003,207.297028,316.359741,0.000800,0.000800,0.000800,-0.168936,0.790708,0.588423
540.947998,548.799988,244.631104,0.000800,0.000800,0.000800,0.185516,0.531941,-0.826210
-0.000001,531.630859,272.483398,0.000800,0.000800,0.000800,-0.491973,0.617865,-0.613355
36.005058,333.612610,559.200012,0.000800,0.000800,0.000800,-0.475333,0.781322,0.404468
502.898041,548.799988,404.135010,0.000000,0.000000,0.000900,-0.310229,0.856288,-0.412952
75.897934,117.721451,386.252655,0.000900,0.000000,0.000000,0.475124,-0.536584,-0.697378
110.733162,548.800049,176.308731,0.000800,0.000800,0.000800,0.143725,0.985606,-0.089011
211.086334,311.830444,559.200012,0.000800,0.000800,0.000800,-0.085216,0.727727,0.680552
-0.000022,419.480011,245.479523,0.000000,0.000000,0.000900,-0.982587,-0.168000,-0.079363
556.000000,183.723907,336.451691,0.000800,0.000800,0.000800,0.709575,0.472883,-0.522384
1.416326,36.159832,559.200012,0.000800,0.000800,0.000800,-0.629482,0.562516,0.536030
9.057281,548.799988,423.386963,0.000800,0.000800,0.000800,-0.611578,0.527691,-0.589504
556.000061,123.515015,218.483322,0.000900,0.000000,0.000000,0.867791,-0.455933,-0.197646
68.045464,100.379486,559.200012,0.000800,0.000800,0.000800,-0.481797,0.874098,0.061843
0.000003,399.166016,32.795315,0.000000,0.000000,0.000900,-0.872811,0.069521,-0.483081
71.518349,0.000001,553.689697,0.000800,0.000800,0.000800,0.054909,-0.977480,-0.203758
556.000000,29.787003,189.322006,0.000800,0.000800,0.000800,0.211009,0.967177,-0.141580
0.000016,20.037121,205.455505,0.000000,0.000000,0.000900,-0.812983,-0.551691,-0.186267
479.706757,548.800049,24.516109,0.000900,0.000000,0.000000,0.725335,0.596644,-0.343372
-0.000007,58.515919,128.246246,0.000800,0.000800,0.000800,-0.806445,0.177674,-0.563985
556.000000,57.892590,84.610275,0.000800,0.000800,0.000800,0.924941,0.355023,0.135804
-0.000014,424.475494,325.493683,0.000800,0.000800,0.000800,-0.602733,0.771376,0.204184
